subject,flat,edge_iaf,fallback,qc_ok
sub-NDARZJ016GL0,False,False,False,True
sub-NDARZJ587UZU,False,False,False,True
sub-NDARZJ603JM0,True,False,False,False
sub-NDARZJ681BDQ,False,False,False,True
sub-NDARZK631UMQ,False,False,False,True
sub-NDARZK732FZ0,False,False,False,True
sub-NDARZK745JGG,False,False,False,True
sub-NDARZK746XJ3,False,False,False,True
sub-NDARZL113CU0,False,False,False,True
sub-NDARZL222KVA,False,False,False,True
sub-NDARZL683VNX,False,False,False,True
sub-NDARZL799MFW,False,False,False,True
sub-NDARZL855WVA,False,False,False,True
sub-NDARZM362YA3,False,False,False,True
sub-NDARZM839GHH,False,False,False,True
sub-NDARZM865KE8,False,False,False,True
sub-NDARZM903TNL,False,False,False,True
sub-NDARZN088VER,False,False,False,True
sub-NDARZN123CKG,False,False,False,True
sub-NDARZN148PMN,False,False,False,True
sub-NDARZN277NR6,False,False,True,False
sub-NDARZN578YDP,False,False,False,True
sub-NDARZN610GTY,False,False,False,True
sub-NDARZN914GPB,False,False,False,True
sub-NDARZP065VGY,False,False,False,True
sub-NDARZP542LJK,False,False,False,True
sub-NDARZP630WYL,False,False,False,True
sub-NDARZR293TKN,False,False,False,True
sub-NDARZR412TBP,False,False,False,True
sub-NDARZR480CR5,False,False,False,True
sub-NDARZR538EZH,False,False,False,True
sub-NDARZR968TLL,False,False,False,True
sub-NDARZT581RNV,False,False,False,True
sub-NDARZU401RCU,True,True,True,False
sub-NDARZU615HUG,False,False,True,False
sub-NDARZU751VBU,False,False,False,True
sub-NDARZU822WN3,False,False,False,True
sub-NDARZV132DRG,False,False,False,True
sub-NDARZV421TCZ,False,False,False,True
sub-NDARZV458LDP,False,False,False,True
sub-NDARZV608BL8,False,False,False,True
sub-NDARZV895RZ5,False,False,True,False
sub-NDARZW363UGM,False,False,False,True
sub-NDARZW426CT2,False,True,False,False
sub-NDARZW472CCF,False,False,True,False
sub-NDARZW662UK6,False,False,False,True
sub-NDARZW698UE7,False,False,False,True
sub-NDARZW720WG1,False,False,False,True
sub-NDARZW854BH0,False,False,True,False
sub-NDARZW930MF2,False,False,False,True
sub-NDARZW980YF9,False,False,False,True
sub-NDARZX384XVQ,False,True,False,False
sub-NDARZX561DR9,False,False,False,True
sub-NDARZX849GL3,False,False,False,True
sub-NDARZY224TFX,False,False,False,True
sub-NDARZY502FAG,False,False,False,True
sub-NDARZZ007YMP,False,False,False,True
sub-NDARZZ046HJA,False,False,False,True
sub-NDARZZ598MH8,False,False,False,True
sub-NDARZZ740MLM,False,False,False,True
sub-NDARZZ741VJE,False,False,False,True
sub-NDARZZ830JM7,False,False,False,True
sub-NDARZZ993CEV,False,False,False,True
